Epoch,Train Loss,Val Loss,Dice,F1,F1 (None),F1 (Minor),F1 (Major),F1 (Destroyed),Val Score,Best Score
1,10.335520759541938,10.048528983579045,0.5399133348804607,0.2365348862900435,0.5718687170975242,0.31976270886766595,0.21739206118563661,0.13449975296058866,0.3275484208671686,0.3275484208671686
3,8.266539183068783,8.734193751686497,0.535012851211042,0.3067371527694081,0.7180916750135194,0.23368401301703295,0.2488636895500556,0.29847165944779913,0.3752198623018983,0.3752198623018983
5,6.975380281184582,7.857023478948582,0.5715093869689356,0.4464513022829917,0.7283391408783745,0.4107779171763098,0.34969834006856393,0.43619258682604656,0.48396872768877486,0.48396872768877486
7,6.54957692420229,7.391838620280661,0.5967442651843263,0.4648365230126152,0.7360757876354044,0.5204188036808002,0.37579617834394907,0.37536220501734036,0.5044088456641285,0.5044088456641285
9,6.3709119482243315,7.60158664301822,0.6205969131370405,0.4354016117930783,0.7122365434438106,0.43403581603906266,0.3296226221139123,0.4089669508171711,0.4909602021962669,0.5044088456641285
11,6.27969556666435,7.211383936697977,0.6280860209919624,0.44901049763106704,0.745459942007019,0.4261418053055739,0.36406700481041876,0.4042590917639052,0.5027331546393357,0.5044088456641285
13,5.957997015182008,7.254374688131767,0.589061563840848,0.49704465391820846,0.744530902519702,0.537600310112943,0.37311235877863713,0.46206867871957746,0.5246497268950003,0.5246497268950003
15,5.868011439100225,7.159424500158655,0.6147394440124768,0.48029940275262234,0.7471345737131307,0.5076544442229133,0.3960120040520649,0.4008513986543059,0.5206314151305786,0.5246497268950003
17,5.851458328835507,7.195825125041761,0.602874939592477,0.4911023660302448,0.7292811838286712,0.5065192075958337,0.3983398629344455,0.43685909081959406,0.5246341380989145,0.5246497268950003
19,5.763306800355303,7.125062066909165,0.6241820236661525,0.48381522323286535,0.7455767451033939,0.5221551659256224,0.3899815694952378,0.4086586019788104,0.5259252633628515,0.5259252633628515
21,5.7684560532265525,7.060731140493649,0.6335547262757564,0.4967134149075675,0.742662235192422,0.5209576762092601,0.4107997373918845,0.4250570721963284,0.5377658083180241,0.5377658083180241
23,5.618682633055017,7.108254962497288,0.6135449075549829,0.4988918455517344,0.7543233121223845,0.501118332672525,0.3965197645472808,0.4598512703416781,0.533287764152709,0.5377658083180241
25,5.579775906623678,7.127692005090546,0.6085262251898259,0.4833698564700177,0.7554600761728443,0.4798739609981551,0.3860883252956436,0.43905930893635814,0.5209167670859601,0.5377658083180241
27,5.566619335336888,7.095941660697,0.6236822187631756,0.5056606128639684,0.7572974861301413,0.526783112579732,0.4012510185413282,0.4546579901147327,0.5410670946337305,0.5410670946337305
29,5.543622615489554,7.083432072087338,0.6311766319369724,0.4981401990521028,0.7449360087422315,0.5036848469702554,0.400003523801813,0.4541034977420278,0.5380511289175636,0.5410670946337305
31,5.494130530255906,7.068726729231271,0.605996597118769,0.5080276753811016,0.7632014812858239,0.5279379030030971,0.39815174055393565,0.4634853133478467,0.5374183519024017,0.5410670946337305
33,5.410802950250342,7.030069479468273,0.63109419167741,0.49972030505799797,0.7541202192408574,0.5312854874763507,0.3988842411178039,0.43682891979063626,0.5391324710438216,0.5410670946337305
35,5.42328394727504,7.051355124914158,0.6355115795265027,0.49910739414586275,0.7470387204505214,0.5114987579051735,0.4043691278218883,0.44490351387446747,0.5400286497600547,0.5410670946337305
37,5.372582325275908,6.984010116398683,0.6099349140254641,0.5116623453492365,0.7619020021351507,0.5282062007459213,0.3937986995044854,0.4824861411761752,0.5411441159521048,0.5411441159521048
39,5.3553308476793005,7.053626107890704,0.6186194829192335,0.509807366236852,0.7513749791200056,0.5317515049844226,0.39470626015011906,0.4759374817855383,0.5424510012415664,0.5424510012415664
41,5.301960827188289,7.027954966004132,0.6309471457605632,0.504354603485673,0.7554825379230786,0.5172692325724857,0.4036546029342935,0.45522989952958093,0.54233236616814,0.5424510012415664
43,5.285052239894867,7.019923073506495,0.6335763057778698,0.505026896326808,0.7587481471540437,0.5142411694408126,0.39472354293166234,0.4707223102040541,0.5435917191621265,0.5435917191621265
45,5.277524249350771,6.979497184530336,0.6179235214752601,0.5155666396425608,0.7518352569928212,0.5393471799232303,0.3978251608854145,0.48528832100238245,0.5462737041923705,0.5462737041923705
47,5.282255218384114,6.997243264962358,0.6099267534815971,0.5161662098373329,0.7640207142954741,0.5444849749013958,0.3981794078572874,0.47788267394270123,0.5442943729306121,0.5462737041923705
49,5.215164486398089,7.036015619311416,0.6289425726031116,0.5058907928245094,0.7538787155573964,0.5383770086187428,0.38667828986062897,0.4679841785212621,0.54280632675809,0.5462737041923705
