Epoch,Train Loss,Val Loss,Dice,F1,F1 (None),F1 (Minor),F1 (Major),F1 (Destroyed),Val Score,Best Score
1,6.74368721119901,6.805350682888812,0.09403301847188769,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.028210838874441587,0.028210838874441587
3,5.856784029209868,5.770978871841876,0.46607166085775237,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.139822431590201,0.139822431590201
5,5.548683729577572,5.4073641732422235,0.5546338748774962,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.16639109579612413,0.16639109579612413
7,5.4518055408558945,5.39435939342655,0.5144518398915976,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.15433648530035457,0.16639109579612413
9,5.400235893878531,5.31485753031502,0.5391146337405925,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.16173532345505304,0.16639109579612413
11,5.375175542019783,5.303765299724557,0.5314277161657938,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.15942924818261342,0.16639109579612413
13,5.318524517911546,5.272104213112279,0.5185050527694434,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.1555524491637083,0.16639109579612413
15,5.284655398510872,5.228424989689163,0.5190141370399257,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.155705174444853,0.16639109579612413
17,5.235550406131338,5.212810641840885,0.5103283882014339,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.15309944979330545,0.16639109579612413
19,5.218326104448197,5.239854957625183,0.49832904325769944,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.1494996463101851,0.16639109579612413
21,5.1892987236063535,5.209129553789284,0.5054492472916536,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.15163570752037137,0.16639109579612413
23,5.156015550836604,5.16523752156754,0.523392868562891,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.1570187939017426,0.16639109579612413
25,5.144074495802534,5.1763877673455845,0.5096531079806824,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.15289686572708,0.16639109579612413
27,5.127926073175796,5.156910650911387,0.4974445170461635,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.14923428844672434,0.16639109579612413
29,5.105636310070119,5.158891992959362,0.4861775317784161,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.1458541928664001,0.16639109579612413
31,5.11128593505697,5.12886435246607,0.49859340137437747,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.14957895374518854,0.16639109579612413
33,5.104022013380172,5.135390412737752,0.49207333845245826,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.14762293486861278,0.16639109579612413
35,5.087196484525153,5.136021017331129,0.5033408776627669,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.15100319663170536,0.16639109579612413
37,5.0862669615035365,5.106796303687737,0.5024459371403388,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.15073471447497694,0.16639109579612413
39,5.049063502474034,5.092794111597608,0.5110032855765907,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.1533019190058525,0.16639109579612413
41,5.051669709225918,5.103096359654477,0.5095622377871464,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.1528696046690192,0.16639109579612413
43,5.041949601883584,5.113845484995703,0.5000211449330844,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.1500072768128006,0.16639109579612413
45,5.026118230312429,5.091969774480452,0.5046464775750583,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.15139487660539278,0.16639109579612413
47,5.04041619250115,5.112176490805999,0.49915107305989953,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.14974625525084514,0.16639109579612413
49,5.013512865025946,5.0785148074055275,0.5076181930215689,1.3333326789713403e-06,0.6792013847739811,0.0,0.0,0.0,0.15228639123934595,0.16639109579612413
